Stopping Criterion,Distribution,MC/QMC,dimension,solution,n_samples,time
CLTRep,Sobol,QMC,16,-7848.017960885991,4096.0,0.012486165665904991
CLTRep,Sobol,QMC,17,-14321.360366209226,4096.0,0.013109985666233115
CLTRep,Sobol,QMC,18,-25889.444602991047,4096.0,0.01383727700037222
CLTRep,Sobol,QMC,19,-46687.5376317219,4096.0,0.013206634665645348
CLTRep,Sobol,QMC,20,-82794.00912246798,4096.0,0.01393218800027777
CLTRep,Sobol,QMC,21,-146583.8043175562,4096.0,0.013476235999405617
CLTRep,Sobol,QMC,22,-257870.6995930354,4096.0,0.016796312000224134
CLTRep,Sobol,QMC,23,-451744.43409696687,4096.0,0.01632129399998424
CLTRep,Sobol,QMC,24,-783792.9075887725,4096.0,0.017695559000761325
CLTRep,Sobol,QMC,25,-1357019.0869247552,4096.0,0.016040120333248826
CLTRep,Sobol,QMC,26,-2333715.050806254,4096.0,0.016623630331499346
CLTRep,Sobol,QMC,27,-3995106.5011676946,4096.0,0.016408544332080055
CLTRep,Sobol,QMC,28,-6791091.500569116,4096.0,0.01764903200091794
CLTRep,Sobol,QMC,29,-11527195.500795051,4096.0,0.018286340998505086
CLTRep,Sobol,QMC,30,-19395774.015238293,4096.0,0.018355222331592813
CLTRep,Sobol,QMC,31,-32512571.19744575,4096.0,0.018687278000773706
CLTRep,Sobol,QMC,32,-53890392.25864897,4096.0,0.019317122332722647
CLTRep,Sobol,QMC,33,-89009612.62683876,4096.0,0.020590663999125052
CLTRep,Sobol,QMC,34,-145917335.2683405,4096.0,0.02120875700105292
CLTRep,Sobol,QMC,35,-235377621.0854658,4096.0,0.024149517999224674
CLTRep,Sobol,QMC,36,-377680076.46905,4096.0,0.02478002333252031
CLTRep,Sobol,QMC,37,-598911090.3348166,4096.0,0.03715653000108432
CLTRep,Sobol,QMC,38,-927694371.072823,4096.0,0.026107945333933458
CLTRep,Sobol,QMC,39,-1401168110.4000978,4096.0,0.02727853999992173
CLTRep,Sobol,QMC,40,-2068766280.4600132,4096.0,0.02855765866479487
CubLattice_g,Lattice,QMC,1,1.3803225446435199,1024.0,0.0021533703329623677
CubLattice_g,Lattice,QMC,2,1.808038421708659,1024.0,0.0024206233344254238
CubLattice_g,Lattice,QMC,3,2.1681934703695194,2048.0,0.0062394959992767935
CubLattice_g,Lattice,QMC,4,2.166454399409699,4096.0,0.014149766999859517
CubLattice_g,Lattice,QMC,5,1.1357356099562161,8192.0,0.01891200766719218
CubLattice_g,Lattice,QMC,6,-2.322985685242372,8192.0,0.016188486333703622
CubLattice_g,Lattice,QMC,7,-11.069103027866355,4096.0,0.010403484666312579
CubLattice_g,Lattice,QMC,8,-30.659189926075147,2048.0,0.006760776998513999
CubLattice_g,Lattice,QMC,9,-71.84484734970027,2048.0,0.006634288666343006
CubLattice_g,Lattice,QMC,10,-154.6894231951472,1024.0,0.004092365665807544
CubLattice_g,Lattice,QMC,11,-316.3478250854193,1024.0,0.005020518333670528
CubLattice_g,Lattice,QMC,12,-625.8276016957693,1024.0,0.003808358665992273
CubLattice_g,Lattice,QMC,13,-1208.3921347027706,1024.0,0.004321938666786688
CubLattice_g,Lattice,QMC,14,-2287.6928826116578,1024.0,0.004355018333929668
CubLattice_g,Lattice,QMC,15,-4263.302762609201,1024.0,0.00493952200122294
CubLattice_g,Lattice,QMC,16,-7860.137867855764,1024.0,0.004766875666973647
CubLattice_g,Lattice,QMC,17,-14339.17314177337,1024.0,0.004820555666810833
CubLattice_g,Lattice,QMC,18,-25922.212532607926,1024.0,0.006598756333308605
CubLattice_g,Lattice,QMC,19,-46500.07486104951,1024.0,0.007219916997807256
CubLattice_g,Lattice,QMC,20,-82832.0990349493,1024.0,0.009218270333803957
CubLattice_g,Lattice,QMC,21,-146446.11984509035,1024.0,0.007546697665626804
CubLattice_g,Lattice,QMC,22,-257435.28540927035,1024.0,0.007722189668129431
CubLattice_g,Lattice,QMC,23,-450163.2706150226,1024.0,0.007579225333756767
CubLattice_g,Lattice,QMC,24,-783412.6059525769,1024.0,0.007423088000602244
CubLattice_g,Lattice,QMC,25,-1355806.2977014761,1024.0,0.007915257333176365
CubLattice_g,Lattice,QMC,26,-2334183.225114784,1024.0,0.007687986334834325
CubLattice_g,Lattice,QMC,27,-3992007.1516365106,1024.0,0.009633318334332822
CubLattice_g,Lattice,QMC,28,-6803155.247631642,1024.0,0.007377578999391214
CubLattice_g,Lattice,QMC,29,-11511443.356958712,1024.0,0.007445911667067169
CubLattice_g,Lattice,QMC,30,-19364184.830280475,1024.0,0.012661875000048894
CubLattice_g,Lattice,QMC,31,-32391012.475102168,1024.0,0.007296714000403881
CubLattice_g,Lattice,QMC,32,-53818767.273635566,1024.0,0.007535194666464425
CubLattice_g,Lattice,QMC,33,-88802412.38134104,1024.0,0.007701913333827785
CubLattice_g,Lattice,QMC,34,-145179125.744991,1024.0,0.007665605666261399
CubLattice_g,Lattice,QMC,35,-234869230.67538297,1024.0,0.007928081334587963
CubLattice_g,Lattice,QMC,36,-375552860.6079934,1024.0,0.013276361666309336
CubLattice_g,Lattice,QMC,37,-592981944.5380831,2048.0,0.01640387666702736
CubLattice_g,Lattice,QMC,38,-918507597.4263221,2048.0,0.021650474999963382
CubLattice_g,Lattice,QMC,39,-1399350510.2355268,4096.0,0.03349133266722978
CubLattice_g,Lattice,QMC,40,-2058313282.378854,4096.0,0.03383767466827218
CubSobol_g,Sobol,QMC,1,1.3803919323990481,1024.0,0.005876425999304047
CubSobol_g,Sobol,QMC,2,1.8077127588924224,1024.0,0.008655628998288497
CubSobol_g,Sobol,QMC,3,2.1675745899239933,2048.0,0.012272046333237085
CubSobol_g,Sobol,QMC,4,2.1646169132707724,2048.0,0.010517472666833783
CubSobol_g,Sobol,QMC,5,1.1366277882824647,8192.0,0.04208549666630764
CubSobol_g,Sobol,QMC,6,-2.321494616228045,8192.0,0.0443785656655867
CubSobol_g,Sobol,QMC,7,-11.028674229294575,4096.0,0.025243861000490142
CubSobol_g,Sobol,QMC,8,-30.57906436361399,2048.0,0.01430613233242184
CubSobol_g,Sobol,QMC,9,-71.46437109700977,2048.0,0.015505878667075498
CubSobol_g,Sobol,QMC,10,-152.7569223091442,1024.0,0.007904436666043088
CubSobol_g,Sobol,QMC,11,-313.79025849324256,1024.0,0.009563182332688788
CubSobol_g,Sobol,QMC,12,-621.3774190860654,1024.0,0.009744743000434633
CubSobol_g,Sobol,QMC,13,-1199.9607170406039,1024.0,0.010479762668789286
CubSobol_g,Sobol,QMC,14,-2276.4190308726384,1024.0,0.009814689664684314
CubSobol_g,Sobol,QMC,15,-4250.11318100441,1024.0,0.011034880998825733
CubSobol_g,Sobol,QMC,16,-7840.9924294064,1024.0,0.01149634566536406
CubSobol_g,Sobol,QMC,17,-14283.073237842264,1024.0,0.011982036000214672
CubSobol_g,Sobol,QMC,18,-25846.747977232502,1024.0,0.013954639334163707
CubSobol_g,Sobol,QMC,19,-46326.12500443711,1024.0,0.014026221667639524
CubSobol_g,Sobol,QMC,20,-82436.55367095616,1024.0,0.02068354166597904
CubSobol_g,Sobol,QMC,21,-145824.22792711397,1024.0,0.019184169000557933
CubSobol_g,Sobol,QMC,22,-256732.7181899248,1024.0,0.015920445333904354
CubSobol_g,Sobol,QMC,23,-449128.51640474465,1024.0,0.02095522366653313
CubSobol_g,Sobol,QMC,24,-780714.613375385,1024.0,0.022159381666521465
CubSobol_g,Sobol,QMC,25,-1351256.7652563327,1024.0,0.021606234666251112
CubSobol_g,Sobol,QMC,26,-2323928.1881875787,1024.0,0.017667526666627964
CubSobol_g,Sobol,QMC,27,-3984915.066436723,1024.0,0.020014373668042634
CubSobol_g,Sobol,QMC,28,-6784822.982455413,1024.0,0.02407675833334603
CubSobol_g,Sobol,QMC,29,-11488944.98158733,1024.0,0.023988857332975993
CubSobol_g,Sobol,QMC,30,-19359432.761833385,1024.0,0.02073242866754299
CubSobol_g,Sobol,QMC,31,-32390128.24876071,1024.0,0.024671035665960517
CubSobol_g,Sobol,QMC,32,-53900273.40136521,1024.0,0.02184182633330541
CubSobol_g,Sobol,QMC,33,-88957294.91243419,1024.0,0.021812565667156985
CubSobol_g,Sobol,QMC,34,-145499792.43806875,1024.0,0.02673018033359161
CubSobol_g,Sobol,QMC,35,-235241862.97543216,1024.0,0.027565813000061706
CubSobol_g,Sobol,QMC,36,-376720799.05592424,2048.0,0.05344752933281901
CubSobol_g,Sobol,QMC,37,-594464371.9169642,2048.0,0.05587325799812485
CubSobol_g,Sobol,QMC,38,-921698284.4696337,2048.0,0.05694773333379999
CubSobol_g,Sobol,QMC,39,-1405659649.3592129,4096.0,0.10789084466766023
CubSobol_g,Sobol,QMC,40,-2072731792.4044974,4096.0,0.11833419299970653
